feature 1,feature 2,feature 3,feature 4,feature 5,feature 6,feature 7,feature 8,feature 9,feature 10,feature 11,feature 12,feature 13,feature 14,feature 15,feature 16,feature 17,feature 18,feature 19,feature 20,feature 21,feature 22,feature 23,feature 24,feature 25,feature 26,feature 27,feature 28,feature 29,feature 30,feature 31,feature 32,feature 33,feature 34,feature 35,feature 36,feature 37,feature 38,feature 39,feature 40,feature 41,feature 42,feature 43,feature 44,feature 45,feature 46,feature 47,feature 48,feature 49,feature 50,feature 51,feature 52,feature 53,feature 54,feature 55,feature 56,feature 57,feature 58,feature 59,feature 60,feature 61,feature 62,feature 63,feature 64,feature 65,feature 66,feature 67,feature 68,feature 69,feature 70,feature 71,feature 72,feature 73,feature 74,feature 75,feature 76,feature 77,feature 78,feature 79,feature 80,feature 81,feature 82,feature 83,feature 84,feature 85,feature 86,feature 87,feature 88,feature 89,feature 90,feature 91,feature 92,feature 93,feature 94,feature 95,feature 96,feature 97,feature 98,feature 99,feature 100
0.8853222592114106,0.5223472895140983,0.9029937313432488,0.8238361738033085,0.507638360691949,0.6654459679262037,0.49654182305085404,0.4745196442119233,0.7555725110916874,0.06825152588926398,0.5231662343350354,0.7156004321667306,0.08465523240582962,0.3021108574671294,0.24271976381093407,0.5536346569107486,0.5846983614192043,0.2478244032081125,0.9855455954113349,0.18171221593629772,0.5225385772346776,0.9729808793630046,0.8545925105562509,0.4803236883804606,0.517343111318902,0.7024591382348874,0.7171515568972121,0.42985332398975573,0.40292376214963777,0.31308732561689645,0.5143875976572155,0.545639891799346,0.7257574425923254,0.288058936903126,0.46657457085099485,0.2682714970806439,0.4111566702954842,0.14389180619559738,0.3158037035108118,0.23378413855186686,0.04019458202056114,0.12268069901557854,0.5640638690974049,0.44812164513531616,0.30364275340789026,0.267090473468641,0.4912449886862894,0.4895292436533012,0.26096661670931565,0.69758964663849,0.29782799353602385,0.9628893927966309,0.5658859933992737,0.491654925609631,0.08102212402507425,0.7556976086911833,0.904635289434866,0.7454641132536304,0.8226340134141851,0.3940173091653264,0.2425760142646819,0.7323696535891497,0.8285534263577966,0.6981779069872786,0.7612574400485146,0.0054605105938786425,0.38016671775531985,0.9092153627698282,0.28465845535458645,0.8246329736998725,0.1653861961191313,0.44828261431664373,0.8211745731440245,0.04187816773136632,0.7487817648700532,0.440468751645252,0.16746691482167464,0.9073447178958709,0.39732270107714274,0.18771254268138926,0.43191297140665574,0.7961849462818767,0.39514102851876554,0.4679231965765456,0.6731616757358859,0.7551378770253069,0.9674946136566152,0.754677650081986,0.21769356890583702,0.8474743692681628,0.22018395926572887,0.6349004727968137,0.8543929439572185,0.017264469435051222,0.9588000459055104,0.2818512457719793,0.22765204819782003,0.34214618333652336,0.8209776817948249,0.41257144532183854
0.7926275442216625,0.08014160922289859,0.7858698350769165,0.43925200170354806,0.08297783397589109,0.06547851440079477,0.5687427393526187,0.013859744257100126,0.5523863143504002,0.5209451641266158,0.3416822177155582,0.6999074871260907,0.9719367943793589,0.171422300078659,0.8828167275832935,0.3920294726745166,0.5525681359088533,0.3223758207631444,0.6264324791044156,0.5516736650614703,0.2977808428126272,0.9216365380379887,0.7812108467526384,0.4513920915022076,0.5964382318182122,0.6194748417124248,0.014065126926578575,0.2179227292112178,0.766215775588366,0.41436726078769515,0.9984766485181872,0.03429556005067136,0.02523210303051604,0.5602572128020679,0.36686536012126525,0.18275543188835652,0.24630297614624042,0.9860051558887726,0.14451056304148124,0.0583353934120715,0.25356053757846697,0.9996383386646046,0.6782644623139533,0.7229302641352012,0.33980795386551366,0.7021163908036095,0.7910211444371741,0.02467877071239377,0.975017599102825,0.5018658004594014,0.3862836088631655,0.5198412278092773,0.8502335598642432,0.13308327403420706,0.008709894758696102,0.09882675519929163,0.43290559899905245,0.627705283218265,0.28929237350902337,0.6126510378401783,0.16284288022887317,0.47380184612578824,0.8535715773875737,0.44818370068796287,0.778939720604277,0.3438299451169218,0.9390489352744723,0.3867950369457438,0.6761071470315722,0.6037728430631009,0.19699922445084384,0.37368182259352145,0.1583651009865944,0.29252908869455885,0.4514625173338219,0.8257562484528921,0.5145992196916286,0.8158197630607901,0.26201571791360545,0.11598694623363404,0.9201616969175845,0.24998520222538756,0.06872008071296742,0.09462072312353798,0.34150667786476563,0.1303452986086403,0.35547884964281495,0.27972223307495236,0.32933135198686536,0.3312637565605986,0.8205217319869154,0.40612399054025106,0.10940579697837616,0.04173656940130299,0.8084995112351566,0.27228607060482213,0.05610651678578771,0.7001723382696166,0.4985321468766729,0.7140912086387828
0.07816257637473312,0.42290817348234033,0.3602048503384859,0.2739429739062169,0.38489344194967845,0.9131541143016428,0.9236052590383,0.017779109859232478,0.9711056233585773,0.008664466767045464,0.9403141294035594,0.750273295436035,0.17464370014866826,0.7988256802251598,0.9196698802433555,0.4039574078478563,0.6178906777121403,0.36639760362207163,0.8487130656167718,0.848007316106257,0.9672345207014053,0.6523944534295094,0.028006084405624798,0.6445569655438087,0.45598070511387256,0.7554491441632547,0.7920827126902849,0.07641546293843782,0.5859698344317599,0.6392853911442762,0.1461444958540804,0.6431898135966888,0.11636913823835782,0.8098530529177659,0.7684196613724522,0.8896890687856325,0.11564466563096276,0.0737024395523852,0.04923716376946252,0.5000704748068932,0.2547254146577632,0.3729610871744661,0.6078116982657652,0.289651782324446,0.5587160195031139,0.14828392237554266,0.973665738022974,0.15181494712976662,0.6830442679424376,0.9282192846600006,0.24517475653487508,0.39839723160588236,0.4952867273351208,0.4475181256767261,0.485633869200502,0.13268515414245508,0.5699906087431823,0.5676435879372853,0.6066984879561399,0.8041318541398804,0.6582988849610212,0.38818319771800214,0.26144664686682717,0.6984561047362401,0.6919781078346877,0.29287885593302865,0.9818632474363644,0.6000170736257412,0.9181412844528756,0.8537166187595003,0.5254819789122557,0.23449653473750443,0.5150066437174698,0.5949076182084483,0.6074108140539126,0.013066003129107218,0.2181901448951511,0.8177110908857156,0.31574997383336834,0.48336522214746047,0.36745096548560885,0.802205442964641,0.7619394649614621,0.9331226056016846,0.4548343105459932,0.05611305430125724,0.33363433141647636,0.03228525664106863,0.3150662026629222,0.708321546272814,0.8176591958285543,0.5398385248444235,0.740949371428567,0.5744589975239941,0.03417514828698964,0.13160929715256375,0.375856943107184,0.6411974912504527,0.913029408107255,0.3337149281401114
0.9583385722514297,0.4355275600765399,0.018148913452347926,0.025590774842714437,0.26359635989832686,0.7623468685038262,0.989884908285275,0.831889836991818,0.8608143512889661,0.10580364155088307,0.5991083231936282,0.1707619179823261,0.20887626727722286,0.30461058417794196,0.08616958195867275,0.36085933652670066,0.5997238364636158,0.31913833049384877,0.10635007839376742,0.06648333956734309,0.44997897094227735,0.5510625644535567,0.4678055983600994,0.19222780446827226,0.9376605614427818,0.5175673935530202,0.7135973399107391,0.757635693850907,0.5097741392776931,0.479201542232376,0.033391103660659005,0.3744321390289176,0.47498928202824964,0.11561231473566236,0.9859790518334598,0.43446378297676613,0.1253944280587712,0.6352519260974624,0.28107528707129104,0.8556610895906636,0.3657965561720241,0.20800975623253193,0.954346580497984,0.5331375305269572,0.6944924828032265,0.33571623722976407,0.10440992587943743,0.41090028286189484,0.0018417443502166675,0.3854260763156936,0.5252608187923133,0.020923173775429293,0.13389675532052736,0.8100458189612566,0.03491389186601612,0.9764655369212033,0.5694198083932674,0.9727845093426832,0.8351217940531932,0.8716172983973971,0.24737843073579413,0.9705378460781223,0.9980294857850984,0.6211579292483465,0.463138423719057,0.5574990376444205,0.523708577432659,0.3948674499578496,0.318997040914904,0.8438659272986637,0.9435427223079413,0.799533547206742,0.3801622582688432,0.5524421115588234,0.9546850787948692,0.36838094275150324,0.27024512155945,0.33098438216162385,0.4743622399668944,0.6007394779796743,0.8167755929785797,0.2887630310755869,0.6245990669825012,0.8733681388538943,0.5435119573703514,0.14303174085606585,0.3869023315234079,0.8524014718499351,0.1495888413487182,0.4461188197837209,0.19716048173895184,0.5319511342909358,0.739629538044412,0.40700993074804037,0.3929535458810426,0.5981018963532312,0.7531552482242923,0.5587015230963106,0.8646214627981733,0.9818456294659863
0.6923571390218412,0.12669878825686098,0.20949880856836356,0.5580853997090147,0.2405322969472682,0.9164258169182877,0.529346250340202,0.5415067634897207,0.5972683737238772,0.06295251349540243,0.17039443367590656,0.17600402251970781,0.6618731761614884,0.7307581195442998,0.10044398076032646,0.41281534350522264,0.07235347256867108,0.4139421019574385,0.6126174072964596,0.20845484496192312,0.24455569772178987,0.744834240841236,0.5230695849008821,0.5573877624768881,0.5913948213669528,0.5445951639116818,0.653454568711717,0.18893018365964487,0.9236114821684213,0.29436048543241455,0.4860825153122682,0.8997780939915134,0.060391728857046134,0.7715177699059841,0.8130911728741601,0.5207207214051082,0.06262008665112229,0.49576995372561183,0.07724504761395612,0.569578178386592,0.8876936221975107,0.7283933979597551,0.5924464898612215,0.8567292179778614,0.5154701268942051,0.5487773391367308,0.05419884644794237,0.9990799999643916,0.27986180347052303,0.7110168834968876,0.04189063544850358,0.3043439807266197,0.32067869144817485,0.01978305379687484,0.6351140767920151,0.7077384245129448,0.5816018462689628,0.3416606546316254,0.192814947845389,0.2968896317031585,0.5832844355805932,0.3053232069145876,0.837209688349023,0.359648538477373,0.4144835383766309,0.6359613809980601,0.08549954866977671,0.6792694074441692,0.3001836321773681,0.32057921742806106,0.5187631558565698,0.8196030542399858,0.4517749362400524,0.874809388585158,0.8724827672087693,0.9943455216919871,0.3220120654760622,0.2819330465042813,0.8919046597529093,0.0145438655717256,0.024424802893147746,0.6425169307008667,0.0455542681779606,0.7938523789275541,0.18444828257989176,0.9078883977913185,0.8627960371145975,0.2872756311597505,0.7797310102940778,0.45157452735527615,0.7291398263327814,0.12651821114021322,0.195984822798139,0.20652786776447007,0.002970648498608064,0.1256535755616105,0.8995255873952274,0.04369008638496352,0.23632578314631913,0.36408196131779536
0.4953464064542732,0.42181889399370653,0.8297191588055933,0.18917107922967613,0.33542196815689385,0.4844631868187417,0.9731372696436498,0.9857809524380464,0.788409444695137,0.17401744895882176,0.5439045727966858,0.9903924752149201,0.49670775939637835,0.21416200665012486,0.5347787251037632,0.5767125020003535,0.24338680543756697,0.4542775113837253,0.015521032587266115,0.9656485818377556,0.04735567784697481,0.31270419509097314,0.9387360865640613,0.3495667104001873,0.13324387573720642,0.1504989693540818,0.42687106431054156,0.2645567804432235,0.42664221323212703,0.5943891781685855,0.5930394363626945,0.3394050399977314,0.7911656095343047,0.755521957752742,0.2843634425450552,0.6993438604186104,0.4064342597789339,0.398367119763108,0.1479250534354687,0.6177942539853202,0.18813918431976018,0.6593281984482685,0.6122756020654695,0.1289582728517673,0.1009075746924738,0.7073951895655316,0.9772621694676475,0.22282245835082282,0.6643536646925688,0.7306878003815651,0.8025706371590414,0.0684872969765169,0.8586551836475893,0.42888064682981697,0.2897645447773707,0.6476702890878976,0.48415575339578276,0.07235000716923923,0.5636080999756171,0.5496256541662303,0.4001697313558089,0.36118441018983893,0.03343051931702157,0.8555635726274206,0.7611488899834814,0.7464058758216393,0.2510037410118954,0.22023968281096407,0.7061069349459478,0.6056741482158432,0.8000537155694222,0.1536979130465187,0.7537858152980262,0.9568533869945867,0.1855009588773865,0.9044322625376499,0.7533694188570603,0.6438575699041186,0.32655581722789884,0.2470130476355159,0.02106458931985211,0.10215538380584765,0.6723525797490776,0.6462425286504538,0.614085258193202,0.8156512091791268,0.006955259687601245,0.16027531848881738,0.35905442903354334,0.5344642326839791,0.6759505389818332,0.06983542576688895,0.41549392239362026,0.2586502697614933,0.7555585518662827,0.03493400976361449,0.34133707606133434,0.2136001559853502,0.4317136499394747,0.9605337136309378
0.5604766353337363,0.4310934776251174,0.44418477236862186,0.5962971122400517,0.50734506268369,0.6401988399156511,0.7854426415062581,0.9700208000455458,0.19746508834741328,0.24574574113363257,0.38336697112010354,0.42519763381747044,0.8906266014162367,0.1405751535226124,0.5458367121293655,0.6479267042010882,0.01218609743297483,0.17442259012328887,0.5515847985246182,0.3335941243259293,0.10986912525334713,0.5751729471337306,0.811062597933446,0.2842541970205136,0.30176260164297664,0.1237084659123564,0.5074287272332306,0.5041983534482986,0.3357112228772089,0.37256165615060743,0.9658152973241044,0.6873197385988089,0.6538700179683686,0.21960600224412896,0.014663120635858284,0.8512606824382629,0.3426160511574222,0.31773562361208885,0.20104983984563907,0.45316793466904504,0.14301714702023427,0.897901585538331,0.20810198275182346,0.5710324698836189,0.16560532875771905,0.994458101902484,0.15546577895770164,0.6418452534696275,0.4134119789587396,0.9394068271602688,0.5993363616082882,0.379822926977351,0.2644866787640392,0.3263817159592589,0.5810406864076253,0.08423427331732025,0.3549304299888364,0.16289106556246502,0.2723654880041352,0.19660845741397526,0.6186809677972734,0.35137507204716856,0.5673825618943831,0.34790507311892793,0.5075856106611703,0.1835031419556673,0.4196399474707818,0.26494874857918005,0.4794779643671262,0.5686354678502311,0.5711782451062843,0.012578064518422027,0.5037417729507313,0.3524761580206893,0.3075251800683997,0.9606399734014704,0.8082455997080366,0.12402337926693252,0.8261693982586611,0.9004035050456018,0.5303889866117522,0.24283036373819122,0.8722659890270954,0.9819685276286717,0.9635209081819112,0.042207027311857215,0.07233442843599369,0.5735861336627086,0.1631479749201924,0.3907019193403183,0.6966259775239716,0.6329189229799018,0.852429068566665,0.6932116676140015,0.45320531185251456,0.4745080715640442,0.060597355939242425,0.5581206004478901,0.1910671029165053,0.4728135566938203
0.029670798459715986,0.8497085014252888,0.4964784774262092,0.26358533661715267,0.5682345740683804,0.7770519791249444,0.7196992461417426,0.4957537252326112,0.5158882700872582,0.9409772379774721,0.9377181177255075,0.7772157748435553,0.28425969189083466,0.6653842745639793,0.21781599250213068,0.7363724785914929,0.1788963836381956,0.26468610730395126,0.027029674243479795,0.983950721528068,0.23348594814366141,0.9401761972208668,0.2004558578315303,0.7003889458641506,0.8915402543344091,0.1372523857419775,0.843810910735298,0.40408399685899643,0.8469680432672787,0.506083806992708,0.04527798962638874,0.21926342259823273,0.31480371738081603,0.004603694278592196,0.32119030072858,0.12023412605450223,0.3819409674910448,0.07595707021894826,0.4410928509774642,0.31388791422786233,0.4259849633541758,0.6944838600090962,0.2243937237072008,0.6001428407702879,0.19724676509808925,0.7307067864752074,0.2500396245372498,0.9653999715311562,0.7195349362637611,0.11583891057129458,0.8406205395825821,0.83426740376416,0.6588257780160021,0.8484667888959758,0.8392631108871375,0.436310375742733,0.579580769643407,0.7813165594159254,0.03879405898242194,0.7996235751810716,0.23932510757258452,0.4664186579222034,0.3568169465140649,0.7389558538206498,0.39080346845682634,0.43998039056802796,0.07335750596455226,0.5122968464298645,0.81503460923528,0.6270538545775579,0.8838743464006583,0.42595567622336195,0.9259187039963555,0.20669533729559453,0.7591190201298419,0.012334783030986562,0.9939794857151525,0.8132209045528426,0.717375241026429,0.6410164601565012,0.5142514743887325,0.6114420553662812,0.4546767175782549,0.8457999880733932,0.5081132410589079,0.009816966653102055,0.4713855009519442,0.5611241961820455,0.39818233393948455,0.39664507256041526,0.235296338909593,0.2196361199462593,0.1358899230637085,0.8133446315410525,0.8560163003301318,0.5943307272263663,0.007305512139137327,0.06391087913818239,0.6860614618182125,0.19216639302141703
0.19511186134220315,0.6688085643915376,0.38630171914529043,0.3059735580187948,0.5584811931042998,0.08779183117986977,0.27012120694549,0.13039855193496486,0.9459493491767633,0.5375731838564847,0.6938291368021734,0.5192781175004179,0.5186420827277154,0.4120623638247318,0.14755546998097469,0.132670892229098,0.094613723622898,0.6277677534824034,0.03151417003915924,0.01960747100860294,0.6633540904786116,0.3866120098646132,0.4209878335961402,0.4881939540194312,0.11084771479867728,0.4742510803178688,0.7760446226364859,0.189267811123897,0.039260534160213356,0.6401845712663546,0.9810663693771605,0.10355345036239394,0.24305858433488836,0.1563757965316408,0.4595844694200508,0.04222871696988806,0.056802737352535604,0.7654056665440828,0.13696965011909012,0.3094542190712387,0.49632935740196493,0.7937310878449763,0.40877741907617215,0.4799355394137119,0.3084471390099277,0.9585369957600515,0.9239102758093889,0.33302563094693705,0.8711591525540204,0.5653486048832561,0.4249929544992205,0.43089073329588734,0.625494330195066,0.1159177835730899,0.8388888767279746,0.4766415835624046,0.8412765566809103,0.4509353967103865,0.08295733574879893,0.6819074687699427,0.32389120242660463,0.2540971535164144,0.5495071802270409,0.8948701003496446,0.7383787069391085,0.2699696528093327,0.19542908485542332,0.055242355062164905,0.14905841848912216,0.47043529782163473,0.5267701149724577,0.9715773507657284,0.1148570324750059,0.3963262473837058,0.8226918251067489,0.07564327733886211,0.5146912177635227,0.5522343703971629,0.5719318138904305,0.7009341700409679,0.17310813792081414,0.6560170139677138,0.4971583395304279,0.8377240395848314,0.28672495877372495,0.07177279885527876,0.7385831973795546,0.5379256474221086,0.5186400857645909,0.8159941988349924,0.38479860803259547,0.7488162047821754,0.8979983717041266,0.26655138377682797,0.7210268527478475,0.1644138884468166,0.9093541372785675,0.7113712396239622,0.668990936343925,0.25635607203507027
0.8385617241535628,0.8404266337146913,0.5716956296126909,0.7655063573274709,0.08463547552539763,0.40161808288190926,0.003802447080750726,0.9582755114793187,0.9864581531332993,0.22181136006957014,0.6602158553211428,0.8108228176370301,0.06197225221656433,0.12192569473922821,0.28246016519631956,0.1868891449014084,0.2968092830788531,0.3111994426768425,0.7495786038002797,0.579838546090977,0.9429345467356829,0.12977324398790857,0.8820791322111627,0.3433062194445011,0.5630686349877974,0.3114594334844387,0.6724151075816202,0.6080158785960816,0.12781553984735794,0.6650980887590017,0.7645126020634289,0.46875289279282184,0.44882441870633305,0.28693057310760417,0.5379527718462763,0.4764530205621609,0.7435130489076057,0.5680636263535154,0.9012689171226959,0.8133848583812872,0.9794007086147934,0.6704067704183547,0.2171420337995359,0.3200091504793744,0.9415416209630141,0.8506818775884464,0.6853489472328099,0.8296698889730995,0.5933795989233761,0.4789675571215184,0.7549816648993741,0.7673492492125362,0.8240800893909489,0.0735680187243235,0.06639397558535165,0.7350594311543266,0.36172787935411266,0.3158808772105266,0.5403289890933899,0.8974718270295493,0.43991632766176747,0.7631535861392167,0.7788030485953878,0.1023071970971331,0.5398040406362269,0.7451331250614642,0.9210687051559713,0.7584609797309014,0.17361073577176034,0.571007197704222,0.27651169824764066,0.5144623289608042,0.8010600413506158,0.2873550186034459,0.4930312362676461,0.38666222224998004,0.2678232000242997,0.6748199445053901,0.29037498358885017,0.876793998931506,0.7547342424358491,0.6961611669403052,0.8479290711588122,0.8999706729450764,0.6565400272395081,0.9160026211387828,0.9778963357644772,0.48425976707374485,0.8508846748242898,0.19843993294410323,0.41401351124046226,0.20620063794883547,0.5201009698088739,0.6292745466234897,0.12488992552625955,0.2634343086797556,0.4721125747138204,0.24874075414519314,0.9743511836633215,0.5554118690450789
